alpha_beta,track,split,metric,value
"a=8,b=8",GSM5652313_Blood-Granulocytes-Z000000TZ,TEST,MAE,0.09942971080228902
"a=8,b=8",GSM5652317_Blood-B-Z000000UB,TEST,Pearson,0.7967296145245374
"a=8,b=8",GSM5652317_Blood-B-Z000000UB,TEST,Spearman,0.6621547307966061
"a=8,b=8",GSM5652317_Blood-B-Z000000UB,TEST,AUC,0.9021603249544595
"a=8,b=8",GSM5652317_Blood-B-Z000000UB,TEST,Accuracy,0.9241601221069732
"a=8,b=8",GSM5652317_Blood-B-Z000000UB,TEST,MAE,0.1059908696210963
"a=8,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Pearson,0.8002320806175258
"a=8,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Spearman,0.687853191759364
"a=8,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,AUC,0.906519761923394
"a=8,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,Accuracy,0.9054880467298789
"a=8,b=8",GSM5652321_Epidermal-Keratinocytes-Z00000424,TEST,MAE,0.1118077864470071
"a=8,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Pearson,0.7931246655625508
"a=8,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Spearman,0.7141102673293278
"a=8,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,AUC,0.9024854913503672
"a=8,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,Accuracy,0.8797196676516175
"a=8,b=8",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,TEST,MAE,0.1269972447054576
"a=8,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Pearson,0.8045000728856179
"a=8,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Spearman,0.6740258006842843
"a=8,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,AUC,0.9120164250327544
"a=8,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,Accuracy,0.9079251586417352
"a=8,b=8",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,TEST,MAE,0.1127706269800824
"a=8,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Pearson,0.8117811800419231
"a=8,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Spearman,0.68138166315889
"a=8,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,TEST,AUC,0.9164228207517982
"a=8,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,TEST,Accuracy,0.911805432316962
"a=8,b=8",GSM5652338_Prostate-Epithelial-Z000000RV,TEST,MAE,0.1075402937989035
"a=8,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Pearson,0.7899509388141863
"a=8,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Spearman,0.6924625425021722
"a=8,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,TEST,AUC,0.9063693432869729
"a=8,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,TEST,Accuracy,0.8905508340468211
"a=8,b=8",GSM5652342_Bladder-Epithelial-Z000000QM,TEST,MAE,0.1247488614547796
"a=8,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Pearson,0.8077597680903226
"a=8,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Spearman,0.6412081152383494
"a=8,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,AUC,0.9152596314134238
"a=8,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,Accuracy,0.9176200645282054
"a=8,b=8",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,TEST,MAE,0.1063813399115972
"a=8,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Pearson,0.7941858516651082
"a=8,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Spearman,0.6006387572645211
"a=8,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,AUC,0.9115088468835365
"a=8,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,Accuracy,0.9195026048672318
"a=8,b=8",GSM5652350_Breast-Basal-Epithelial-Z000000V6,TEST,MAE,0.1094671633904729
"a=8,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Pearson,0.8157846214184494
"a=8,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Spearman,0.694416536974157
"a=8,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,AUC,0.916239607566203
"a=8,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,Accuracy,0.9112589123590599
"a=8,b=8",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,TEST,MAE,0.1069690892322344
"a=8,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Pearson,0.7979632395356384
"a=8,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Spearman,0.6276121590622882
"a=8,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,AUC,0.9120459857611087
"a=8,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,Accuracy,0.9111928709769905
"a=8,b=8",GSM5652358_Gallbladder-Epithelial-Z00000432,TEST,MAE,0.1155737790210199
"a=8,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Pearson,0.7957045650762747
"a=8,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Spearman,0.693007985216311
"a=8,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,AUC,0.9065970008855296
"a=8,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,Accuracy,0.8941105260872572
"a=8,b=8",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,TEST,MAE,0.1204587159234653
"a=8,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Pearson,0.7899219952333102
"a=8,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Spearman,0.6499630508702862
"a=8,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,AUC,0.9086704849544847
"a=8,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,Accuracy,0.9043056915882058
"a=8,b=8",GSM5652370_Colon-Right-Epithelial-Z000000V0,TEST,MAE,0.1178800236125103
"a=8,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Pearson,0.7793136197598179
"a=8,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Spearman,0.6698624498719543
"a=8,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,TEST,AUC,0.9062489820218154
"a=8,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,TEST,Accuracy,0.895696583600185
"a=8,b=8",GSM5652378_Small-int-Epithelial-Z0000042V,TEST,MAE,0.1223822178155685
"a=8,b=8",Adipocytes,CST,Pearson,0.2426328738108999
"a=8,b=8",Adipocytes,CST,Spearman,0.2338338179632953
"a=8,b=8",Adipocytes,CST,AUC,0.7585545722713865
"a=8,b=8",Adipocytes,CST,Accuracy,0.29296875
"a=8,b=8",Adipocytes,CST,MAE,0.3946011605148669
"a=8,b=8",Aorta-Endothel,CST,Pearson,0.4148079673962932
"a=8,b=8",Aorta-Endothel,CST,Spearman,0.4190836230282783
"a=8,b=8",Aorta-Endothel,CST,AUC,0.7246646795827124
"a=8,b=8",Aorta-Endothel,CST,Accuracy,0.5481927710843374
"a=8,b=8",Aorta-Endothel,CST,MAE,0.3002653410920058
"a=8,b=8",Aorta-Smooth-Muscle,CST,Pearson,0.3464299253973689
"a=8,b=8",Aorta-Smooth-Muscle,CST,Spearman,0.3426390974321233
"a=8,b=8",Aorta-Smooth-Muscle,CST,AUC,0.6901137890493786
"a=8,b=8",Aorta-Smooth-Muscle,CST,Accuracy,0.4768683274021353
"a=8,b=8",Aorta-Smooth-Muscle,CST,MAE,0.2237874432085778
"a=8,b=8",Bladder-Epithelial,CST,Pearson,0.2789027827136461
"a=8,b=8",Bladder-Epithelial,CST,Spearman,0.3027491922458784
"a=8,b=8",Bladder-Epithelial,CST,AUC,0.6612783171521036
"a=8,b=8",Bladder-Epithelial,CST,Accuracy,0.1781437125748503
"a=8,b=8",Bladder-Epithelial,CST,MAE,0.556891614766401
"a=8,b=8",Blood-B,CST,Pearson,0.2010592558526554
"a=8,b=8",Blood-B,CST,Spearman,0.2656578750510525
"a=8,b=8",Blood-B,CST,AUC,0.6204545454545455
"a=8,b=8",Blood-B,CST,Accuracy,0.06266318537859007
"a=8,b=8",Blood-B,CST,MAE,0.6988302916337009
"a=8,b=8",Blood-Granulocytes,CST,Pearson,0.3654968153246944
"a=8,b=8",Blood-Granulocytes,CST,Spearman,0.4173817653383196
"a=8,b=8",Blood-Granulocytes,CST,AUC,0.8216543891958257
"a=8,b=8",Blood-Granulocytes,CST,Accuracy,0.1781326781326781
"a=8,b=8",Blood-Granulocytes,CST,MAE,0.6091413110293247
"a=8,b=8",Blood-Monocytes,CST,Pearson,0.2832255768159939
"a=8,b=8",Blood-Monocytes,CST,Spearman,0.3024217010903031
"a=8,b=8",Blood-Monocytes,CST,AUC,0.6834325396825397
"a=8,b=8",Blood-Monocytes,CST,Accuracy,0.2220216606498195
"a=8,b=8",Blood-Monocytes,CST,MAE,0.5523343383391734
"a=8,b=8",Blood-NK,CST,Pearson,0.2833672924468537
"a=8,b=8",Blood-NK,CST,Spearman,0.3909191652515889
"a=8,b=8",Blood-NK,CST,AUC,0.7362044817927171
"a=8,b=8",Blood-NK,CST,Accuracy,0.1275510204081633
"a=8,b=8",Blood-NK,CST,MAE,0.6333131591922471
"a=8,b=8",Blood-T-CD3,CST,Pearson,0.1715548532175234
"a=8,b=8",Blood-T-CD3,CST,Spearman,0.1521057778896051
"a=8,b=8",Blood-T-CD3,CST,AUC,0.5601948051948052
"a=8,b=8",Blood-T-CD3,CST,Accuracy,0.06925207756232687
"a=8,b=8",Blood-T-CD3,CST,MAE,0.6767948963769668
"a=8,b=8",Bone-Osteoblasts,CST,Pearson,0.289732565675981
"a=8,b=8",Bone-Osteoblasts,CST,Spearman,0.3621950810571331
"a=8,b=8",Bone-Osteoblasts,CST,AUC,0.6184086629001884
"a=8,b=8",Bone-Osteoblasts,CST,Accuracy,0.2666666666666667
"a=8,b=8",Bone-Osteoblasts,CST,MAE,0.474631944283843
"a=8,b=8",Bone_marrow-Erythrocyte_progenitors,CST,Pearson,0.2850282483958175
"a=8,b=8",Bone_marrow-Erythrocyte_progenitors,CST,Spearman,0.3449402055366048
"a=8,b=8",Bone_marrow-Erythrocyte_progenitors,CST,AUC,0.7042584940312213
"a=8,b=8",Bone_marrow-Erythrocyte_progenitors,CST,Accuracy,0.2024691358024691
"a=8,b=8",Bone_marrow-Erythrocyte_progenitors,CST,MAE,0.5169799123741227
"a=8,b=8",Breast-Basal-Epithelial,CST,Pearson,0.3030166511047649
"a=8,b=8",Breast-Basal-Epithelial,CST,Spearman,0.3697341321951257
"a=8,b=8",Breast-Basal-Epithelial,CST,AUC,0.7608731245534651
"a=8,b=8",Breast-Basal-Epithelial,CST,Accuracy,0.2546353522867738
"a=8,b=8",Breast-Basal-Epithelial,CST,MAE,0.5157016923165292
"a=8,b=8",Breast-Luminal-Epithelial,CST,Pearson,0.4012564006742043
"a=8,b=8",Breast-Luminal-Epithelial,CST,Spearman,0.4170622477161598
"a=8,b=8",Breast-Luminal-Epithelial,CST,AUC,0.7336072460845601
"a=8,b=8",Breast-Luminal-Epithelial,CST,Accuracy,0.2713607594936709
"a=8,b=8",Breast-Luminal-Epithelial,CST,MAE,0.4678172380545566
"a=8,b=8",Colon-Fibroblasts,CST,Pearson,0.3644901575638824
"a=8,b=8",Colon-Fibroblasts,CST,Spearman,0.3002329036990057
"a=8,b=8",Colon-Fibroblasts,CST,AUC,0.6467329545454545
"a=8,b=8",Colon-Fibroblasts,CST,Accuracy,0.2835820895522388
"a=8,b=8",Colon-Fibroblasts,CST,MAE,0.2793188770093135
"a=8,b=8",Colon-Right-Epithelial,CST,Pearson,0.3152072535770846
"a=8,b=8",Colon-Right-Epithelial,CST,Spearman,0.3284759102735596
"a=8,b=8",Colon-Right-Epithelial,CST,AUC,0.7769779416339991
"a=8,b=8",Colon-Right-Epithelial,CST,Accuracy,0.5645481628599801
"a=8,b=8",Colon-Right-Epithelial,CST,MAE,0.3935489376152329
"a=8,b=8",Cortex-Neuron,CST,Pearson,0.4694720353195024
"a=8,b=8",Cortex-Neuron,CST,Spearman,0.4896042831803457
"a=8,b=8",Cortex-Neuron,CST,AUC,0.755846544553931
"a=8,b=8",Cortex-Neuron,CST,Accuracy,0.4884763124199744
"a=8,b=8",Cortex-Neuron,CST,MAE,0.312557614500254
"a=8,b=8",Dermal-Fibroblasts,CST,Pearson,0.4104642244292054
"a=8,b=8",Dermal-Fibroblasts,CST,Spearman,0.4392188823966052
"a=8,b=8",Dermal-Fibroblasts,CST,AUC,0.8380771436765128
"a=8,b=8",Dermal-Fibroblasts,CST,Accuracy,0.1728571428571428
"a=8,b=8",Dermal-Fibroblasts,CST,MAE,0.4738392388182027
"a=8,b=8",Epidermal-Keratinocytes,CST,Pearson,0.2668494069720124
"a=8,b=8",Epidermal-Keratinocytes,CST,Spearman,0.3102043141331556
"a=8,b=8",Epidermal-Keratinocytes,CST,AUC,0.6176856884057971
"a=8,b=8",Epidermal-Keratinocytes,CST,Accuracy,0.1786703601108033
"a=8,b=8",Epidermal-Keratinocytes,CST,MAE,0.5348586705861577
"a=8,b=8",Fallopian-Epithelial,CST,Pearson,0.3022965468061679
"a=8,b=8",Fallopian-Epithelial,CST,Spearman,0.3052636535569895
"a=8,b=8",Fallopian-Epithelial,CST,AUC,0.7328152026192242
"a=8,b=8",Fallopian-Epithelial,CST,Accuracy,0.3472
"a=8,b=8",Fallopian-Epithelial,CST,MAE,0.502699357548356
"a=8,b=8",Gallbladder-Epithelial,CST,Pearson,0.00512891836879549
"a=8,b=8",Gallbladder-Epithelial,CST,Spearman,0.1421583002621367
"a=8,b=8",Gallbladder-Epithelial,CST,AUC,0.6178626368654421
"a=8,b=8",Gallbladder-Epithelial,CST,Accuracy,0.1992818671454219
"a=8,b=8",Gallbladder-Epithelial,CST,MAE,0.6175498489751957
"a=8,b=8",Gastric-fundus-Epithelial,CST,Pearson,0.3119730127421247
"a=8,b=8",Gastric-fundus-Epithelial,CST,Spearman,0.3003499085066441
"a=8,b=8",Gastric-fundus-Epithelial,CST,AUC,0.7629650367052383
"a=8,b=8",Gastric-fundus-Epithelial,CST,Accuracy,0.3847006651884701
"a=8,b=8",Gastric-fundus-Epithelial,CST,MAE,0.4262648165926023
"a=8,b=8",Heart-Cardiomyocyte,CST,Pearson,0.2007264444533226
"a=8,b=8",Heart-Cardiomyocyte,CST,Spearman,0.1843223527225637
"a=8,b=8",Heart-Cardiomyocyte,CST,AUC,0.6613082765845992
"a=8,b=8",Heart-Cardiomyocyte,CST,Accuracy,0.2175925925925926
"a=8,b=8",Heart-Cardiomyocyte,CST,MAE,0.5403133679831785
"a=8,b=8",Heart-Fibroblasts,CST,Pearson,0.3053998269367631
"a=8,b=8",Heart-Fibroblasts,CST,Spearman,0.2759396986624483
"a=8,b=8",Heart-Fibroblasts,CST,AUC,0.7232565611471862
"a=8,b=8",Heart-Fibroblasts,CST,Accuracy,0.3758256274768824
"a=8,b=8",Heart-Fibroblasts,CST,MAE,0.3633606675741616
"a=8,b=8",Kidney-Tubular-Endothel,CST,Pearson,0.4886283605347973
"a=8,b=8",Kidney-Tubular-Endothel,CST,Spearman,0.418894390983084
"a=8,b=8",Kidney-Tubular-Endothel,CST,AUC,0.9379039704524469
"a=8,b=8",Kidney-Tubular-Endothel,CST,Accuracy,0.9917582417582418
"a=8,b=8",Kidney-Tubular-Endothel,CST,MAE,0.06384354698788988
"a=8,b=8",Liver-Hepatocytes,CST,Pearson,0.3263332954477341
"a=8,b=8",Liver-Hepatocytes,CST,Spearman,0.3853491701254167
"a=8,b=8",Liver-Hepatocytes,CST,AUC,0.7284699272967614
"a=8,b=8",Liver-Hepatocytes,CST,Accuracy,0.2207661290322581
"a=8,b=8",Liver-Hepatocytes,CST,MAE,0.5809953210052974
"a=8,b=8",Lung-Alveolar-Epithelial,CST,Pearson,0.4195397883877398
"a=8,b=8",Lung-Alveolar-Epithelial,CST,Spearman,0.4989671137758941
"a=8,b=8",Lung-Alveolar-Epithelial,CST,AUC,0.8207264414528829
"a=8,b=8",Lung-Alveolar-Epithelial,CST,Accuracy,0.2815315315315315
"a=8,b=8",Lung-Alveolar-Epithelial,CST,MAE,0.4521231831627543
"a=8,b=8",Lung-Bronchus-Epithelial,CST,Pearson,0.2293020119322161
"a=8,b=8",Lung-Bronchus-Epithelial,CST,Spearman,0.2076693757025969
"a=8,b=8",Lung-Bronchus-Epithelial,CST,AUC,0.6895040444599627
"a=8,b=8",Lung-Bronchus-Epithelial,CST,Accuracy,0.2204658901830283
"a=8,b=8",Lung-Bronchus-Epithelial,CST,MAE,0.4912615420076742
"a=8,b=8",Oligodendrocytes,CST,Pearson,0.3094833244687913
"a=8,b=8",Oligodendrocytes,CST,Spearman,0.335040428738089
"a=8,b=8",Oligodendrocytes,CST,AUC,0.7154796957428536
"a=8,b=8",Oligodendrocytes,CST,Accuracy,0.3656330749354005
"a=8,b=8",Oligodendrocytes,CST,MAE,0.4397756244712906
"a=8,b=8",Ovary-Epithelial,CST,Pearson,0.460116892039618
"a=8,b=8",Ovary-Epithelial,CST,Spearman,0.4861243730313176
"a=8,b=8",Ovary-Epithelial,CST,AUC,0.7928303671944238
"a=8,b=8",Ovary-Epithelial,CST,Accuracy,0.4289985052316891
"a=8,b=8",Ovary-Epithelial,CST,MAE,0.405719647217425
"a=8,b=8",Pancreas-Acinar,CST,Pearson,0.2794993618363822
"a=8,b=8",Pancreas-Acinar,CST,Spearman,0.3546051902213924
"a=8,b=8",Pancreas-Acinar,CST,AUC,0.7950396026312256
"a=8,b=8",Pancreas-Acinar,CST,Accuracy,0.03327645051194539
"a=8,b=8",Pancreas-Acinar,CST,MAE,0.7318152342096556
"a=8,b=8",Pancreas-Alpha,CST,Pearson,0.3198346117261044
"a=8,b=8",Pancreas-Alpha,CST,Spearman,0.4155189433636052
"a=8,b=8",Pancreas-Alpha,CST,AUC,0.7414943028417151
"a=8,b=8",Pancreas-Alpha,CST,Accuracy,0.3005226480836237
"a=8,b=8",Pancreas-Alpha,CST,MAE,0.5411890725481879
"a=8,b=8",Pancreas-Beta,CST,Pearson,0.3164054294847996
"a=8,b=8",Pancreas-Beta,CST,Spearman,0.3437687410928997
"a=8,b=8",Pancreas-Beta,CST,AUC,0.7847189750303937
"a=8,b=8",Pancreas-Beta,CST,Accuracy,0.3963235294117647
"a=8,b=8",Pancreas-Beta,CST,MAE,0.4891155267572578
"a=8,b=8",Pancreas-Delta,CST,Pearson,0.3947908095733588
"a=8,b=8",Pancreas-Delta,CST,Spearman,0.42150463553761
"a=8,b=8",Pancreas-Delta,CST,AUC,0.8571565735705288
"a=8,b=8",Pancreas-Delta,CST,Accuracy,0.3686305732484076
"a=8,b=8",Pancreas-Delta,CST,MAE,0.4800009168832782
"a=8,b=8",Pancreas-Duct,CST,Pearson,0.2851066880393284
"a=8,b=8",Pancreas-Duct,CST,Spearman,0.3699756362219792
"a=8,b=8",Pancreas-Duct,CST,AUC,0.7379563894523327
"a=8,b=8",Pancreas-Duct,CST,Accuracy,0.1095890410958904
"a=8,b=8",Pancreas-Duct,CST,MAE,0.6765879842210306
"a=8,b=8",Prostate-Epithelial,CST,Pearson,0.4184956326773372
"a=8,b=8",Prostate-Epithelial,CST,Spearman,0.4547695458844921
"a=8,b=8",Prostate-Epithelial,CST,AUC,0.7853585657370518
"a=8,b=8",Prostate-Epithelial,CST,Accuracy,0.2392086330935252
"a=8,b=8",Prostate-Epithelial,CST,MAE,0.4400075696904561
"a=8,b=8",Skeletal-Muscle,CST,Pearson,0.1220456301036947
"a=8,b=8",Skeletal-Muscle,CST,Spearman,0.1656610973945525
"a=8,b=8",Skeletal-Muscle,CST,AUC,0.5382546439628483
"a=8,b=8",Skeletal-Muscle,CST,Accuracy,0.0728862973760933
"a=8,b=8",Skeletal-Muscle,CST,MAE,0.403560882255044
"a=8,b=8",Small-int-Epithelial,CST,Pearson,0.3320458536395501
"a=8,b=8",Small-int-Epithelial,CST,Spearman,0.3561966495637379
"a=8,b=8",Small-int-Epithelial,CST,AUC,0.6988965517241379
"a=8,b=8",Small-int-Epithelial,CST,Accuracy,0.5291814946619217
"a=8,b=8",Small-int-Epithelial,CST,MAE,0.3815297977365819
"a=8,b=8",Thyroid-Epithelial,CST,Pearson,0.2095531574028871
"a=8,b=8",Thyroid-Epithelial,CST,Spearman,0.1654454155670358
"a=8,b=8",Thyroid-Epithelial,CST,AUC,0.7604761564820103
"a=8,b=8",Thyroid-Epithelial,CST,Accuracy,0.1841491841491842
"a=8,b=8",Thyroid-Epithelial,CST,MAE,0.6212691317392743
"a=8,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,Pearson,0.8106209737039858
"a=8,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,Spearman,0.6836713555394857
"a=8,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,AUC,0.91058035127675
"a=8,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,Accuracy,0.8982869601328903
"a=8,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,MAE,0.120778997663617
"a=8,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,Pearson,0.7775981509368055
"a=8,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,Spearman,0.6861803049294077
"a=8,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,AUC,0.8994162732586956
"a=8,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,Accuracy,0.8709329848264594
"a=8,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,MAE,0.1363992299839575
"a=8,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Pearson,0.7934902783169931
"a=8,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Spearman,0.6204351962291945
"a=8,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,AUC,0.9119491453996541
"a=8,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Accuracy,0.909038796321169
"a=8,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,MAE,0.1263027826736569
"a=8,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Pearson,0.8104546991543599
"a=8,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Spearman,0.7165486336442686
"a=8,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,AUC,0.9081622814522795
"a=8,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Accuracy,0.8982972100692503
"a=8,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,MAE,0.116650574172991
"a=8,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Pearson,0.7160159100862985
"a=8,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Spearman,0.6826159440038682
"a=8,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,AUC,0.8569218494368227
"a=8,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Accuracy,0.771668841546887
"a=8,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,MAE,0.1775773122158331
"a=8,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Pearson,0.7792621935055867
"a=8,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Spearman,0.6890534058628126
"a=8,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,AUC,0.8971472783387159
"a=8,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Accuracy,0.8738288921302885
"a=8,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,MAE,0.1328785110816854
"a=8,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,Pearson,0.7948576771712609
"a=8,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,Spearman,0.6754794537542048
"a=8,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,AUC,0.8983832954821981
"a=8,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,Accuracy,0.8925699983546366
"a=8,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,MAE,0.1270891033043664
"a=8,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Pearson,0.7556910368226425
"a=8,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Spearman,0.7157511720099203
"a=8,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,AUC,0.8768578887179428
"a=8,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Accuracy,0.8052694126030503
"a=8,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,MAE,0.1478749907982858
"a=8,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Pearson,0.7029098132589275
"a=8,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Spearman,0.5196806429186119
"a=8,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,AUC,0.8680790112763191
"a=8,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Accuracy,0.8738107756530252
"a=8,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,MAE,0.1848619915877484
"a=8,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Pearson,0.7626342168418149
"a=8,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Spearman,0.7157327084403217
"a=8,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,AUC,0.8842915280495877
"a=8,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Accuracy,0.8228364245081773
"a=8,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,MAE,0.1518673972836839
"a=8,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,Pearson,0.7972554596581364
"a=8,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,Spearman,0.5795017768359432
"a=8,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,AUC,0.9138093347900567
"a=8,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,Accuracy,0.9173795332922048
"a=8,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,MAE,0.120563349354482
"a=8,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,Pearson,0.8215487393785905
"a=8,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,Spearman,0.604464235513619
"a=8,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,AUC,0.9189456309347568
"a=8,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,Accuracy,0.9373635867757402
"a=8,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,MAE,0.1043782861125237
"a=8,b=32",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Pearson,0.7841647779996348
"a=8,b=32",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Spearman,0.6412136185854178
