chr,model,cell,corr,mse,count
chr4,Melody-ST,GSM5652189_Kidney-Tubular-Endothel-Z0000042R.hg38,0.7928054535,0.03223146217,2925476
chr5,Melody-ST,GSM5652189_Kidney-Tubular-Endothel-Z0000042R.hg38,0.8122450365,0.03176514826,2974612
chr6,Melody-ST,GSM5652189_Kidney-Tubular-Endothel-Z0000042R.hg38,0.8175154717,0.03255532496,2958520
chr7,Melody-ST,GSM5652189_Kidney-Tubular-Endothel-Z0000042R.hg38,0.8127627391,0.03191001425,3103954
chr8,Melody-ST,GSM5652189_Kidney-Tubular-Endothel-Z0000042R.hg38,0.7754336008,0.03643431237,2574706
chr9,Melody-ST,GSM5652189_Kidney-Tubular-Endothel-Z0000042R.hg38,0.7878943625,0.03807633348,2378194
chrX,Melody-ST,GSM5652189_Kidney-Tubular-Endothel-Z0000042R.hg38,0.7255282653,0.03024849623,2288794
chr1,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8558116534,0.02441296638,4552796
chr10,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.809378816,0.02858005545,2701214
chr11,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8447227344,0.02537718337,2596782
chr12,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8446011377,0.02460346599,2574580
chr13,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8119235827,0.02516080936,1608288
chr14,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8467738231,0.02426951899,1711682
chr15,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8446254419,0.02535484072,1705440
chr16,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8422398932,0.02582033467,2168956
chr17,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8716101874,0.02429108602,2343328
chr18,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8095093152,0.02620362044,1385262
chr19,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8772293443,0.02578118785,2097362
chr2,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8361927631,0.0244360513,4313978
chr20,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8452215624,0.02515735542,1482994
chr21,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8046183034,0.02820802861,770286
chr22,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8434420109,0.02605472821,1176616
chr3,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8371840084,0.0236631249,3264854
chr4,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8164879871,0.02465654554,2930508
chr5,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8331999882,0.02432785903,2976992
chr6,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.842658283,0.02462245777,2961448
chr7,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8306664745,0.02513234514,3114236
chr8,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8053952946,0.02745017767,2580446
chr9,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8099100965,0.0297969681,2392254
chrX,Melody-ST,GSM5652198_Colon-Fibroblasts-Z0000042A.hg38,0.8046688334,0.02687063921,2285520
chr1,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7706569483,0.04743595775,4518546
chr10,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7219691212,0.05429970927,2686738
chr11,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7644963664,0.04783052307,2573586
chr12,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7571437957,0.04928147202,2557042
chr13,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7328907487,0.05023581316,1602646
chr14,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7780035761,0.04406184397,1702360
chr15,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7612262025,0.04918801369,1694084
chr16,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.770038213,0.04637029148,2151504
chr17,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.8018198375,0.04300494952,2326028
chr18,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7263923174,0.0516144082,1369394
chr19,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7936490532,0.04625608048,2082478
chr2,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7466982684,0.05036192253,4286970
chr20,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7734880583,0.04419282826,1473914
chr21,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7270722564,0.05347016452,762600
chr22,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7701470815,0.04640627452,1166714
chr3,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7488349781,0.04957932363,3251828
chr4,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7373621885,0.04878202984,2917368
chr5,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7413341834,0.050271648,2966100
chr6,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7457511098,0.05125747251,2948088
chr7,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7406811377,0.04963626637,3094006
chr8,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7107084672,0.05352216953,2569160
chr9,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7303718381,0.05390041134,2366528
chrX,Melody-ST,GSM5652200_Heart-Fibroblasts-Z0000043R.hg38,0.7074407064,0.0576807,2264308
chr1,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8491805791,0.02771406592,4551882
chr10,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.7853665981,0.03502692747,2699794
chr11,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8402201743,0.02827618091,2588728
chr12,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8386251861,0.02795578654,2568784
chr13,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8068879943,0.02877264107,1608112
chr14,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8450940139,0.02652363845,1710070
chr15,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8368151304,0.02920152729,1708250
chr16,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8438680468,0.02752762723,2167078
chr17,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8705534561,0.02627116008,2342884
chr18,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8052410857,0.03004900191,1385770
chr19,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8793964805,0.02657334174,2095008
chr2,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.825064462,0.02875588158,4308090
chr20,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8445466087,0.02772190231,1480182
chr21,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8092954866,0.03095424091,769048
chr22,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8488966109,0.02744674214,1176508
chr3,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.82585181,0.02806873191,3269960
chr4,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8096782322,0.02844530585,2932262
chr5,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8249297555,0.02826626106,2982984
chr6,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8333208274,0.02849674083,2959984
chr7,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.8239621111,0.02837429182,3115580
chr8,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.7785370661,0.03436182277,2575312
chr9,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.7904369132,0.0355041505,2387860
chrX,Melody-ST,GSM5652204_Dermal-Fibroblasts-Z00000423.hg38,0.7992945297,0.03075884693,2284248
chr1,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8516543914,0.02709375792,4547414
chr10,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.7953079274,0.03291146107,2698492
chr11,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8427123183,0.02799118586,2587932
chr12,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.841984225,0.02699053068,2565508
chr13,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8110547493,0.02802497901,1607064
chr14,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8440671874,0.02687168172,1707572
chr15,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8440952538,0.0278976476,1705156
chr16,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8433408201,0.02751611353,2164272
chr17,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8682893623,0.0265979737,2338926
chr18,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8080287462,0.02928045413,1380248
chr19,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8756058135,0.02741175129,2089930
chr2,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8323083533,0.02761219126,4304484
chr20,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8424918164,0.02790967389,1477454
chr21,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8034110504,0.03117310152,768142
chr22,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.83941055,0.02834923473,1172198
chr3,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8307257457,0.02713110613,3263130
chr4,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8152620682,0.02759917299,2929618
chr5,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8314867432,0.02700986927,2981166
chr6,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8404911859,0.02724389857,2963308
chr7,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.8295785219,0.02764395187,3109108
chr8,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.7923005126,0.03166947296,2578870
chr9,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.7981426646,0.03388337879,2379880
chrX,Melody-ST,GSM5652205_Skeletal-Muscle-Z00000427.hg38,0.7514397989,0.02388365547,2293292
chr1,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8195075412,0.03230726435,4552188
chr10,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.7594012118,0.03920126251,2702806
chr11,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8153517421,0.03218905861,2593946
chr12,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8095767685,0.03279284931,2573054
chr13,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.783615846,0.0328881713,1608344
chr14,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8186835674,0.03055955305,1711252
chr15,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.81097308,0.03280295026,1705848
chr16,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8218763948,0.03117730352,2165996
chr17,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8482869317,0.02959069865,2343784
chr18,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.781723054,0.03374742546,1381908
chr19,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8545722442,0.02989294809,2096526
chr2,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.7989496421,0.03293586212,4311124
chr20,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8157311207,0.03182571057,1480834
chr21,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.7702620163,0.03710797142,772060
chr22,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8202845762,0.03195372098,1174554
chr3,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8001010651,0.0324483179,3268922
chr4,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.7872406605,0.03226777614,2935738
chr5,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.7991103218,0.03220309985,2978932
chr6,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.8072496694,0.0321749166,2966776
chr7,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.7977476195,0.03271691935,3112468
chr8,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.747555756,0.03866690722,2580492
chr9,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.764501095,0.03983824132,2388840
chrX,Melody-ST,GSM5652207_Aorta-Smooth-Muscle-Z0000041U.hg38,0.7737382482,0.03558481539,2285466
chr1,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7351574131,0.05662664154,4442464
chr10,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.6953269625,0.05942864752,2647524
chr11,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7230573893,0.05855647345,2537348
chr12,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7212826874,0.05578449222,2515244
chr13,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.6801453705,0.05603123823,1582024
chr14,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.725078291,0.05604242144,1678358
chr15,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7289199167,0.05691716202,1658476
chr16,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7119750217,0.05945278161,2104388
chr17,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7589304245,0.05659781567,2279448
chr18,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.6814899833,0.05772457023,1342824
chr19,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7545375556,0.06062245607,2042490
chr2,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7105930494,0.05587922496,4224740
chr20,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7189528435,0.05846287963,1451784
chr21,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.6602201878,0.06160436492,748422
chr22,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7080541779,0.06105651387,1138758
chr3,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7101494432,0.05416336268,3212248
chr4,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.6835100137,0.05535193509,2878940
chr5,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7114464403,0.05533520057,2924334
chr6,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.714652952,0.05636832361,2910928
chr7,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7028603196,0.05691110775,3038978
chr8,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.6821021215,0.05827886993,2530598
chr9,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.7002821718,0.06012559094,2312596
chrX,Melody-ST,GSM5652215_Heart-Cardiomyocyte-Z0000044P.hg38,0.5507372738,0.06171502684,2248162
chr1,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.8111790754,0.03648153057,4557666
chr10,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7681408932,0.04123518562,2700160
chr11,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.8056128795,0.0365648057,2603376
chr12,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.803078515,0.0362547124,2569880
chr13,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7768897854,0.03766214109,1608762
chr14,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.8118737627,0.0343696589,1711740
chr15,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.8072143263,0.0366693413,1711918
chr16,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7997584392,0.03708000047,2170000
chr17,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.8346889061,0.03437567719,2349694
chr18,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7824443998,0.03718106205,1383704
chr19,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.8364593135,0.03545149381,2098242
chr2,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7919985871,0.03757109865,4311940
chr20,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.8050316037,0.03578682757,1485424
chr21,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7687877676,0.04022014313,768834
chr22,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.8112722832,0.03531126932,1174770
chr3,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7956489978,0.03650038514,3269260
chr4,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7835225346,0.0366540045,2934258
chr5,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7869084481,0.03793854532,2982092
chr6,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7948089168,0.03803445214,2960194
chr7,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7864665368,0.03758327637,3113742
chr8,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7622545892,0.04073103569,2581228
chr9,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7695724571,0.04257583489,2390380
chrX,Melody-ST,GSM5652218_Bone-Osteoblasts-Z0000042Z.hg38,0.7531347348,0.03066626113,2299056
chr1,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8399862745,0.03064622363,4537494
chr10,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.788598654,0.03613474451,2687506
chr11,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.823621946,0.03304668813,2586928
chr12,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8312476565,0.03000403972,2568148
chr13,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.7866227565,0.03224991852,1602642
chr14,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8265980963,0.03139593288,1705446
chr15,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8267931039,0.03176341319,1693092
chr16,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8304080695,0.03234635661,2154574
chr17,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8556388061,0.03112985677,2331734
chr18,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.7941506634,0.03302762768,1381838
chr19,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8539946158,0.03307746903,2092776
chr2,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8194835923,0.03099548951,4296192
chr20,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8303622057,0.03207479536,1482332
chr21,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.7760777167,0.03720734089,771260
chr22,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8193247429,0.03482921196,1166442
chr3,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8190618542,0.02940055871,3260834
chr4,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.7973546561,0.0305689082,2931212
chr5,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8198987298,0.02978572114,2970550
chr6,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8266472367,0.03022533991,2961338
chr7,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.8137881473,0.03151069808,3100814
chr8,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.7822186305,0.03494433265,2570432
chr9,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.7937961811,0.03701659186,2367218
chrX,Melody-ST,GSM5652219_Oligodendrocytes-Z000000TK.hg38,0.7835650259,0.0328729441,2274326
chr1,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8562580079,0.02333726224,4529500
chr10,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8138264565,0.02650176616,2687606
chr11,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8422053902,0.02475002035,2581180
chr12,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8450844305,0.02332919354,2560822
chr13,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.7995458707,0.02506673393,1604240
chr14,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8396939802,0.02452740873,1705980
chr15,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8411425632,0.02477621782,1693014
chr16,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8436989076,0.02458962374,2153794
chr17,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8722611649,0.0234329975,2327966
chr18,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8069380908,0.02530111144,1371852
chr19,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8723813814,0.02557884376,2090254
chr2,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8363549603,0.02322969164,4290934
chr20,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8440359552,0.02438045798,1475506
chr21,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.7826196013,0.02993607866,769008
chr22,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8370260499,0.02604203757,1168490
chr3,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8343920418,0.02271357575,3254786
chr4,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8079422216,0.02448321353,2926384
chr5,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8325585168,0.02327274431,2967356
chr6,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8416828812,0.02370017022,2958976
chr7,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8297797644,0.0240849978,3103740
chr8,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.80772389,0.02559990048,2570482
chr9,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.8154507199,0.02773096188,2362650
chrX,Melody-ST,GSM5652223_Cortex-Neuron-Z000000TF.hg38,0.7907698795,0.02737602158,2271578
chr1,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8234149897,0.03224716505,4552870
chr10,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7801817198,0.03569659376,2697742
chr11,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8094662383,0.03345785065,2594250
chr12,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8088043068,0.03241005418,2567052
chr13,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7695520981,0.03314476858,1607502
chr14,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8113979304,0.03223759829,1708740
chr15,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8099582219,0.03309257362,1705980
chr16,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8126102588,0.03348819012,2165380
chr17,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8476265051,0.03124764946,2341504
chr18,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7728245198,0.03356758622,1383880
chr19,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8423310814,0.0353155973,2094096
chr2,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8014807499,0.03178424376,4306244
chr20,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8104651638,0.03340880643,1483226
chr21,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7698607528,0.03682608871,770058
chr22,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8196018061,0.03328777362,1176172
chr3,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7978435985,0.03144084053,3264976
chr4,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7771437678,0.03246508237,2934588
chr5,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7983267449,0.03181573061,2977830
chr6,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.8076508276,0.03224562597,2962260
chr7,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7986157699,0.03240317195,3112824
chr8,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7652418951,0.03535647308,2575230
chr9,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7826117085,0.03706226076,2384978
chrX,Melody-ST,GSM5652233_Liver-Hepatocytes-Z000000R3.hg38,0.7632746139,0.03521644995,2285558
